local_file	thread_page	forum_image_url	original_data_url
newbies-v65-sabre-189.jpg	page-5	https://proxy.imagearchive.com/2f6/2f6f0831395379fe282d0c5dfb2f0e45.jpg	http://i.imgur.com/VkMSCEs.jpg
newbies-v65-sabre-190.jpg	page-5	https://proxy.imagearchive.com/c3b/c3b820c3ec5da266ebd9e2e48f0d079f.jpg	http://i.imgur.com/mbuuS93.jpg
newbies-v65-sabre-191.jpg	page-5	https://proxy.imagearchive.com/b21/b216ccd80e5bf2e15241127dd802c4f2.jpg	http://i.imgur.com/JQWz1Xk.jpg
newbies-v65-sabre-192.jpg	page-5	https://proxy.imagearchive.com/7da/7daaf5cbf9a957397f32f88e103569f3.jpg	http://i.imgur.com/Ym7aXoj.jpg
newbies-v65-sabre-193.jpg	page-5	https://proxy.imagearchive.com/fad/fad60cc0dbc29e249cac7df81faaf6cb.jpg	http://i.imgur.com/LypO5oj.jpg
newbies-v65-sabre-194.jpg	page-5	https://proxy.imagearchive.com/4f0/4f0697d21ffd81375137af46e5581d43.jpg	http://i.imgur.com/ZUyuV4Z.jpg
newbies-v65-sabre-195.jpg	page-5	https://proxy.imagearchive.com/5af/5af5f33433bdf167585ed48ba1172d86.jpg	http://i.imgur.com/hsOVMG3.jpg
newbies-v65-sabre-196.jpg	page-5	https://proxy.imagearchive.com/90c/90c1899903ca1cf134a8f437e8b0e994.jpg	http://i.imgur.com/djJJHd1.jpg
newbies-v65-sabre-197.jpg	page-5	https://proxy.imagearchive.com/1c4/1c46e8dc1869ef40cd1bce63aca52773.jpg	http://i.imgur.com/NXdP0hG.jpg
newbies-v65-sabre-198.jpg	page-5	https://proxy.imagearchive.com/971/97177e307386510487a41fc9470b4329.jpg	http://i.imgur.com/SapsgEh.jpg
newbies-v65-sabre-199.jpg	page-5	https://proxy.imagearchive.com/f3b/f3b6e9b4bc558183730496aad9a80e4e.jpg	http://i.imgur.com/9CcS4Xw.jpg
newbies-v65-sabre-200.jpg	page-5	https://cdn.v4musclebike.com/attachments/28/28020-a009de974d9920c73de46f12746914f9.jpg?hash=iU95ZKLyfl	
newbies-v65-sabre-201.jpg	page-5	https://proxy.imagearchive.com/e9a/e9acf0e15366247317e31d0a1ff6a9d7.jpg	http://i.imgur.com/SssKqE7.jpg
newbies-v65-sabre-202.jpg	page-5	https://proxy.imagearchive.com/d0e/d0e84f2d5ae40ecc74a92b5eea222f54.jpg	http://i.imgur.com/oEwCStO.jpg
newbies-v65-sabre-203.jpg	page-5	https://proxy.imagearchive.com/911/91110d94a3eb0afbc19f6e02dd6d6d34.jpg	http://i.imgur.com/PgvYCt5.jpg
newbies-v65-sabre-204.jpg	page-5	https://proxy.imagearchive.com/768/768bfa8721ed94001b8baaf687e65226.jpg	http://i.imgur.com/uO26eQc.jpg
newbies-v65-sabre-205.jpg	page-5	https://proxy.imagearchive.com/ea3/ea318da14eb994a3f79ba6047e436401.jpg	http://i.imgur.com/G9MYxGi.jpg
newbies-v65-sabre-206.jpg	page-5	https://proxy.imagearchive.com/d74/d74f9f8a9340ecde18c472b8520f5e93.jpg	http://i.imgur.com/64ciGk7.jpg
newbies-v65-sabre-207.jpg	page-5	https://proxy.imagearchive.com/250/250763488a0871116cb711df9ab83c58.jpg	http://i.imgur.com/J5ODbIo.jpg
newbies-v65-sabre-208.jpg	page-5	https://proxy.imagearchive.com/fd9/fd9ecfd7348b453c7243abe8bfed1b68.jpg	http://i.imgur.com/d9gmp2v.jpg
newbies-v65-sabre-209.jpg	page-5	https://proxy.imagearchive.com/b7a/b7aca53efcc139ffdcc69afce4f0eb38.jpg	http://i.imgur.com/xVp5HoL.jpg
newbies-v65-sabre-210.jpg	page-5	https://proxy.imagearchive.com/4a9/4a9bdf46d8d0d3c65cd60fae95184c2c.jpg	http://i.imgur.com/MEXt1lv.jpg
